id_test_case,algoritma,resolusi,kategori_jarak,start_hex,goal_hex,hops,jarak_meter,referensi_meter,waktu_microsec,nodes_expanded,nodes_generated,status,path_hex_ids
1,BFS,9,short,898d8c78307ffff,898d8c7822fffff,6,2093.3352,1861.0100,26,54,68,Success,[paths/res9/tc1_BFS.csv]
1,DFS,9,short,898d8c78307ffff,898d8c7822fffff,24,8076.5240,1861.0100,9,29,53,Success,[paths/res9/tc1_DFS.csv]
1,GLS,9,short,898d8c78307ffff,898d8c7822fffff,6,2093.3352,1861.0100,10,7,25,Success,[paths/res9/tc1_GLS.csv]
1,UCS,9,short,898d8c78307ffff,898d8c7822fffff,6,2093.3449,1861.0100,22,55,71,Success,[paths/res9/tc1_UCS.csv]
1,GBFS,9,short,898d8c78307ffff,898d8c7822fffff,6,2093.3352,1861.0100,9,7,17,Success,[paths/res9/tc1_GBFS.csv]
1,A*,9,short,898d8c78307ffff,898d8c7822fffff,6,2093.3352,1861.0100,18,10,20,Success,[paths/res9/tc1_A*.csv]
1,Theta*,9,short,898d8c78307ffff,898d8c7822fffff,1,1875.5566,1861.0100,139,7,19,Success,[paths/res9/tc1_Theta*.csv]
2,DFS,9,short,898d8c6ad93ffff,898d8c61063ffff,95,31805.8531,2560.1400,73,2492,2625,Success,[paths/res9/tc2_DFS.csv]
2,GLS,9,short,898d8c6ad93ffff,898d8c61063ffff,9,3004.2166,2560.1400,12,10,46,Success,[paths/res9/tc2_GLS.csv]
2,UCS,9,short,898d8c6ad93ffff,898d8c61063ffff,9,3004.2098,2560.1400,63,238,276,Success,[paths/res9/tc2_UCS.csv]
2,GBFS,9,short,898d8c6ad93ffff,898d8c61063ffff,9,3004.2166,2560.1400,12,10,30,Success,[paths/res9/tc2_GBFS.csv]
2,A*,9,short,898d8c6ad93ffff,898d8c61063ffff,9,3004.2166,2560.1400,55,25,46,Success,[paths/res9/tc2_A*.csv]
2,Theta*,9,short,898d8c6ad93ffff,898d8c61063ffff,1,2710.6779,2560.1400,155,10,30,Success,[paths/res9/tc2_Theta*.csv]
2,BFS,9,short,898d8c6ad93ffff,898d8c61063ffff,9,3004.2415,2560.1400,15,215,253,Success,[paths/res9/tc2_BFS.csv]
3,A*,9,short,898d8c6a163ffff,898d8c6a0afffff,7,2367.2058,2197.3800,27,19,37,Success,[paths/res9/tc3_A*.csv]
3,Theta*,9,short,898d8c6a163ffff,898d8c6a0afffff,1,2040.8763,2197.3800,108,8,24,Success,[paths/res9/tc3_Theta*.csv]
3,BFS,9,short,898d8c6a163ffff,898d8c6a0afffff,7,2367.2194,2197.3800,9,119,151,Success,[paths/res9/tc3_BFS.csv]
3,DFS,9,short,898d8c6a163ffff,898d8c6a0afffff,76,25446.8333,2197.3800,114,2666,2761,Success,[paths/res9/tc3_DFS.csv]
3,GLS,9,short,898d8c6a163ffff,898d8c6a0afffff,7,2367.2058,2197.3800,32,8,36,Success,[paths/res9/tc3_GLS.csv]
3,UCS,9,short,898d8c6a163ffff,898d8c6a0afffff,7,2367.2194,2197.3800,49,127,169,Success,[paths/res9/tc3_UCS.csv]
3,GBFS,9,short,898d8c6a163ffff,898d8c6a0afffff,7,2367.2058,2197.3800,16,8,24,Success,[paths/res9/tc3_GBFS.csv]
4,DFS,9,short,898d8eb4117ffff,898d8eb6a8bffff,46,15577.2112,2491.9700,10,48,94,Success,[paths/res9/tc4_DFS.csv]
4,GLS,9,short,898d8eb4117ffff,898d8eb6a8bffff,8,2739.7803,2491.9700,10,9,35,Success,[paths/res9/tc4_GLS.csv]
4,UCS,9,short,898d8eb4117ffff,898d8eb6a8bffff,8,2739.7821,2491.9700,31,95,115,Success,[paths/res9/tc4_UCS.csv]
4,GBFS,9,short,898d8eb4117ffff,898d8eb6a8bffff,8,2739.7803,2491.9700,12,9,23,Success,[paths/res9/tc4_GBFS.csv]
4,A*,9,short,898d8eb4117ffff,898d8eb6a8bffff,8,2739.7803,2491.9700,29,18,30,Success,[paths/res9/tc4_A*.csv]
4,Theta*,9,short,898d8eb4117ffff,898d8eb6a8bffff,2,2582.5357,2491.9700,126,9,22,Success,[paths/res9/tc4_Theta*.csv]
4,BFS,9,short,898d8eb4117ffff,898d8eb6a8bffff,8,2739.7821,2491.9700,9,99,114,Success,[paths/res9/tc4_BFS.csv]
5,GBFS,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,7,2453.4731,2284.8800,16,8,24,Success,[paths/res9/tc5_GBFS.csv]
5,A*,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,7,2453.4731,2284.8800,13,8,24,Success,[paths/res9/tc5_A*.csv]
5,Theta*,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,1,2453.4731,2284.8800,116,8,24,Success,[paths/res9/tc5_Theta*.csv]
5,BFS,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,7,2453.4731,2284.8800,9,116,151,Success,[paths/res9/tc5_BFS.csv]
5,DFS,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,160,53789.1564,2284.8800,77,2427,2625,Success,[paths/res9/tc5_DFS.csv]
5,GLS,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,7,2453.4731,2284.8800,10,8,36,Success,[paths/res9/tc5_GLS.csv]
5,UCS,9,short,898d8c68dd3ffff,898d8c6f2d3ffff,7,2453.4731,2284.8800,33,125,165,Success,[paths/res9/tc5_UCS.csv]
6,Theta*,9,short,898d8c68d0fffff,898d8c68b87ffff,3,6815.3790,2889.0300,1635,91,136,Success,[paths/res9/tc6_Theta*.csv]
6,BFS,9,short,898d8c68d0fffff,898d8c68b87ffff,22,7391.8506,2889.0300,24,595,631,Success,[paths/res9/tc6_BFS.csv]
6,DFS,9,short,898d8c68d0fffff,898d8c68b87ffff,167,55749.3872,2889.0300,14,205,395,Success,[paths/res9/tc6_DFS.csv]
6,GLS,9,short,898d8c68d0fffff,898d8c68b87ffff,56,19120.3725,2889.0300,38,57,186,Success,[paths/res9/tc6_GLS.csv]
6,UCS,9,short,898d8c68d0fffff,898d8c68b87ffff,22,7391.8349,2889.0300,110,604,645,Success,[paths/res9/tc6_UCS.csv]
6,GBFS,9,short,898d8c68d0fffff,898d8c68b87ffff,22,7391.8484,2889.0300,38,70,110,Success,[paths/res9/tc6_GBFS.csv]
6,A*,9,short,898d8c68d0fffff,898d8c68b87ffff,22,7391.8484,2889.0300,79,124,167,Success,[paths/res9/tc6_A*.csv]
7,GBFS,9,short,898d8c6112bffff,898d8c61e8fffff,3,987.3003,1112.9100,7,4,12,Success,[paths/res9/tc7_GBFS.csv]
7,A*,9,short,898d8c6112bffff,898d8c61e8fffff,3,987.3003,1112.9100,14,4,12,Success,[paths/res9/tc7_A*.csv]
7,Theta*,9,short,898d8c6112bffff,898d8c61e8fffff,1,987.3003,1112.9100,48,4,12,Success,[paths/res9/tc7_Theta*.csv]
7,BFS,9,short,898d8c6112bffff,898d8c61e8fffff,3,987.3003,1112.9100,5,26,38,Success,[paths/res9/tc7_BFS.csv]
7,DFS,9,short,898d8c6112bffff,898d8c61e8fffff,9,3039.6499,1112.9100,76,2754,2761,Success,[paths/res9/tc7_DFS.csv]
7,GLS,9,short,898d8c6112bffff,898d8c61e8fffff,3,987.3003,1112.9100,6,4,16,Success,[paths/res9/tc7_GLS.csv]
7,UCS,9,short,898d8c6112bffff,898d8c61e8fffff,3,987.3003,1112.9100,15,29,41,Success,[paths/res9/tc7_UCS.csv]
8,BFS,9,short,898d8c68117ffff,898d8c68ea7ffff,9,3027.6990,2519.0000,8,194,232,Success,[paths/res9/tc8_BFS.csv]
8,DFS,9,short,898d8c68117ffff,898d8c68ea7ffff,228,76442.9409,2519.0000,63,2228,2478,Success,[paths/res9/tc8_DFS.csv]
8,GLS,9,short,898d8c68117ffff,898d8c68ea7ffff,9,3027.6855,2519.0000,12,10,46,Success,[paths/res9/tc8_GLS.csv]
8,UCS,9,short,898d8c68117ffff,898d8c68ea7ffff,9,3027.6900,2519.0000,38,189,227,Success,[paths/res9/tc8_UCS.csv]
8,GBFS,9,short,898d8c68117ffff,898d8c68ea7ffff,9,3027.6855,2519.0000,17,10,30,Success,[paths/res9/tc8_GBFS.csv]
8,A*,9,short,898d8c68117ffff,898d8c68ea7ffff,9,3027.6855,2519.0000,31,29,51,Success,[paths/res9/tc8_A*.csv]
8,Theta*,9,short,898d8c68117ffff,898d8c68ea7ffff,1,2646.9907,2519.0000,149,10,30,Success,[paths/res9/tc8_Theta*.csv]
9,GBFS,9,short,898d8c78e8fffff,898d8c7889bffff,6,2096.9194,2090.0600,11,7,17,Success,[paths/res9/tc9_GBFS.csv]
9,A*,9,short,898d8c78e8fffff,898d8c7889bffff,6,2096.9194,2090.0600,17,7,17,Success,[paths/res9/tc9_A*.csv]
9,Theta*,9,short,898d8c78e8fffff,898d8c7889bffff,1,1963.8437,2090.0600,91,7,19,Success,[paths/res9/tc9_Theta*.csv]
9,BFS,9,short,898d8c78e8fffff,898d8c7889bffff,6,2096.9194,2090.0600,11,39,50,Success,[paths/res9/tc9_BFS.csv]
9,DFS,9,short,898d8c78e8fffff,898d8c7889bffff,7,2422.2437,2090.0600,82,2754,2761,Success,[paths/res9/tc9_DFS.csv]
9,GLS,9,short,898d8c78e8fffff,898d8c7889bffff,6,2096.9194,2090.0600,8,7,24,Success,[paths/res9/tc9_GLS.csv]
9,UCS,9,short,898d8c78e8fffff,898d8c7889bffff,6,2096.9194,2090.0600,18,35,44,Success,[paths/res9/tc9_UCS.csv]
10,DFS,9,short,898d8c61233ffff,898d8c61243ffff,26,8684.9828,1620.5900,6,48,76,Success,[paths/res9/tc10_DFS.csv]
10,GLS,9,short,898d8c61233ffff,898d8c61243ffff,33,11292.6305,1620.5900,24,34,105,Success,[paths/res9/tc10_GLS.csv]
10,UCS,9,short,898d8c61233ffff,898d8c61243ffff,12,4079.6431,1620.5900,80,287,348,Success,[paths/res9/tc10_UCS.csv]
10,GBFS,9,short,898d8c61233ffff,898d8c61243ffff,18,6125.9309,1620.5900,26,43,69,Success,[paths/res9/tc10_GBFS.csv]
10,A*,9,short,898d8c61233ffff,898d8c61243ffff,12,4079.6449,1620.5900,51,67,96,Success,[paths/res9/tc10_A*.csv]
10,Theta*,9,short,898d8c61233ffff,898d8c61243ffff,3,3678.8909,1620.5900,613,54,79,Success,[paths/res9/tc10_Theta*.csv]
10,BFS,9,short,898d8c61233ffff,898d8c61243ffff,12,4079.6467,1620.5900,15,322,377,Success,[paths/res9/tc10_BFS.csv]
11,DFS,9,short,898d8c69d1bffff,898d8c68227ffff,16,5330.1283,2727.5500,6,36,55,Success,[paths/res9/tc11_DFS.csv]
11,GLS,9,short,898d8c69d1bffff,898d8c68227ffff,9,3027.9542,2727.5500,12,10,43,Success,[paths/res9/tc11_GLS.csv]
11,UCS,9,short,898d8c69d1bffff,898d8c68227ffff,9,3027.9452,2727.5500,36,135,156,Success,[paths/res9/tc11_UCS.csv]
11,GBFS,9,short,898d8c69d1bffff,898d8c68227ffff,9,3027.9542,2727.5500,14,10,27,Success,[paths/res9/tc11_GBFS.csv]
11,A*,9,short,898d8c69d1bffff,898d8c68227ffff,9,3027.9542,2727.5500,31,28,43,Success,[paths/res9/tc11_A*.csv]
11,Theta*,9,short,898d8c69d1bffff,898d8c68227ffff,1,2647.1393,2727.5500,143,10,27,Success,[paths/res9/tc11_Theta*.csv]
11,BFS,9,short,898d8c69d1bffff,898d8c68227ffff,9,3027.9811,2727.5500,9,123,141,Success,[paths/res9/tc11_BFS.csv]
12,BFS,9,short,898d8c78ebbffff,898d8c78887ffff,7,2447.0313,2330.8500,6,51,65,Success,[paths/res9/tc12_BFS.csv]
12,DFS,9,short,898d8c78ebbffff,898d8c78887ffff,8,2772.3445,2330.8500,80,2753,2761,Success,[paths/res9/tc12_DFS.csv]
12,GLS,9,short,898d8c78ebbffff,898d8c78887ffff,7,2447.0313,2330.8500,9,8,31,Success,[paths/res9/tc12_GLS.csv]
12,UCS,9,short,898d8c78ebbffff,898d8c78887ffff,7,2447.0280,2330.8500,18,41,51,Success,[paths/res9/tc12_UCS.csv]
12,GBFS,9,short,898d8c78ebbffff,898d8c78887ffff,7,2447.0313,2330.8500,9,8,21,Success,[paths/res9/tc12_GBFS.csv]
12,A*,9,short,898d8c78ebbffff,898d8c78887ffff,7,2447.0313,2330.8500,17,8,21,Success,[paths/res9/tc12_A*.csv]
12,Theta*,9,short,898d8c78ebbffff,898d8c78887ffff,1,2310.7251,2330.8500,96,8,21,Success,[paths/res9/tc12_Theta*.csv]
13,GBFS,9,short,898d8eb4cafffff,898d8eb4dbbffff,14,4766.1761,2187.3600,14,20,33,Success,[paths/res9/tc13_GBFS.csv]
13,A*,9,short,898d8eb4cafffff,898d8eb4dbbffff,11,3733.6077,2187.3600,27,32,44,Success,[paths/res9/tc13_A*.csv]
13,Theta*,9,short,898d8eb4cafffff,898d8eb4dbbffff,3,3483.3991,2187.3600,277,31,41,Success,[paths/res9/tc13_Theta*.csv]
13,BFS,9,short,898d8eb4cafffff,898d8eb4dbbffff,11,3733.6077,2187.3600,8,97,119,Success,[paths/res9/tc13_BFS.csv]
13,DFS,9,short,898d8eb4cafffff,898d8eb4dbbffff,245,83206.5412,2187.3600,72,2209,2437,Success,[paths/res9/tc13_DFS.csv]
13,GLS,9,short,898d8eb4cafffff,898d8eb4dbbffff,18,6154.1637,2187.3600,13,19,51,Success,[paths/res9/tc13_GLS.csv]
13,UCS,9,short,898d8eb4cafffff,898d8eb4dbbffff,11,3733.6077,2187.3600,29,113,140,Success,[paths/res9/tc13_UCS.csv]
14,A*,9,short,898d8c6a027ffff,898d8c6a067ffff,3,1044.0218,1186.0300,15,5,13,Success,[paths/res9/tc14_A*.csv]
14,Theta*,9,short,898d8c6a027ffff,898d8c6a067ffff,1,934.5582,1186.0300,44,4,12,Success,[paths/res9/tc14_Theta*.csv]
14,BFS,9,short,898d8c6a027ffff,898d8c6a067ffff,3,1044.0185,1186.0300,5,23,41,Success,[paths/res9/tc14_BFS.csv]
14,DFS,9,short,898d8c6a027ffff,898d8c6a067ffff,73,24456.5068,1186.0300,82,2677,2761,Success,[paths/res9/tc14_DFS.csv]
14,GLS,9,short,898d8c6a027ffff,898d8c6a067ffff,3,1044.0218,1186.0300,6,4,16,Success,[paths/res9/tc14_GLS.csv]
14,UCS,9,short,898d8c6a027ffff,898d8c6a067ffff,3,1044.0250,1186.0300,11,26,48,Success,[paths/res9/tc14_UCS.csv]
14,GBFS,9,short,898d8c6a027ffff,898d8c6a067ffff,3,1044.0218,1186.0300,7,4,12,Success,[paths/res9/tc14_GBFS.csv]
15,BFS,9,short,898d8c68e73ffff,898d8c68e43ffff,2,700.9632,531.2000,3,8,17,Success,[paths/res9/tc15_BFS.csv]
15,DFS,9,short,898d8c68e73ffff,898d8c68e43ffff,25,8273.0728,531.2000,67,2566,2603,Success,[paths/res9/tc15_DFS.csv]
15,GLS,9,short,898d8c68e73ffff,898d8c68e43ffff,2,700.9632,531.2000,5,3,11,Success,[paths/res9/tc15_GLS.csv]
15,UCS,9,short,898d8c68e73ffff,898d8c68e43ffff,2,700.9632,531.2000,8,17,31,Success,[paths/res9/tc15_UCS.csv]
15,GBFS,9,short,898d8c68e73ffff,898d8c68e43ffff,2,700.9632,531.2000,66,3,9,Success,[paths/res9/tc15_GBFS.csv]
15,A*,9,short,898d8c68e73ffff,898d8c68e43ffff,2,700.9632,531.2000,25,3,9,Success,[paths/res9/tc15_A*.csv]
15,Theta*,9,short,898d8c68e73ffff,898d8c68e43ffff,1,700.9632,531.2000,31,3,9,Success,[paths/res9/tc15_Theta*.csv]
16,DFS,9,short,898d8c69403ffff,898d8c6b3d3ffff,134,45380.5175,2851.5800,71,2500,2634,Success,[paths/res9/tc16_DFS.csv]
16,GLS,9,short,898d8c69403ffff,898d8c6b3d3ffff,0,0.0000,2851.5800,8,10,27,Failed,[]
16,UCS,9,short,898d8c69403ffff,898d8c6b3d3ffff,32,10949.7667,2851.5800,66,389,433,Success,[paths/res9/tc16_UCS.csv]
16,GBFS,9,short,898d8c69403ffff,898d8c6b3d3ffff,44,15091.3381,2851.5800,46,101,131,Success,[paths/res9/tc16_GBFS.csv]
16,A*,9,short,898d8c69403ffff,898d8c6b3d3ffff,32,10949.7515,2851.5800,87,149,164,Success,[paths/res9/tc16_A*.csv]
16,Theta*,9,short,898d8c69403ffff,898d8c6b3d3ffff,6,10112.1089,2851.5800,1840,157,189,Success,[paths/res9/tc16_Theta*.csv]
16,BFS,9,short,898d8c69403ffff,898d8c6b3d3ffff,32,10949.7789,2851.5800,16,365,403,Success,[paths/res9/tc16_BFS.csv]
17,A*,9,short,898d8c6ac33ffff,898d8c6ad53ffff,3,1029.8595,883.0500,15,4,12,Success,[paths/res9/tc17_A*.csv]
17,Theta*,9,short,898d8c6ac33ffff,898d8c6ad53ffff,1,906.0129,883.0500,39,4,12,Success,[paths/res9/tc17_Theta*.csv]
17,BFS,9,short,898d8c6ac33ffff,898d8c6ad53ffff,3,1029.8641,883.0500,5,30,50,Success,[paths/res9/tc17_BFS.csv]
17,DFS,9,short,898d8c6ac33ffff,898d8c6ad53ffff,56,18806.5409,883.0500,79,2694,2761,Success,[paths/res9/tc17_DFS.csv]
17,GLS,9,short,898d8c6ac33ffff,898d8c6ad53ffff,3,1029.8595,883.0500,6,4,16,Success,[paths/res9/tc17_GLS.csv]
17,UCS,9,short,898d8c6ac33ffff,898d8c6ad53ffff,3,1029.8618,883.0500,18,32,55,Success,[paths/res9/tc17_UCS.csv]
17,GBFS,9,short,898d8c6ac33ffff,898d8c6ad53ffff,3,1029.8595,883.0500,7,4,12,Success,[paths/res9/tc17_GBFS.csv]
18,A*,9,short,898d8c6abafffff,898d8c6a933ffff,6,2081.8143,2039.5800,19,7,21,Success,[paths/res9/tc18_A*.csv]
18,Theta*,9,short,898d8c6abafffff,898d8c6a933ffff,1,2081.8143,2039.5800,96,7,21,Success,[paths/res9/tc18_Theta*.csv]
18,BFS,9,short,898d8c6abafffff,898d8c6a933ffff,6,2081.8143,2039.5800,8,121,157,Success,[paths/res9/tc18_BFS.csv]
18,DFS,9,short,898d8c6abafffff,898d8c6a933ffff,145,48479.5173,2039.5800,14,175,342,Success,[paths/res9/tc18_DFS.csv]
18,GLS,9,short,898d8c6abafffff,898d8c6a933ffff,6,2081.8143,2039.5800,10,7,31,Success,[paths/res9/tc18_GLS.csv]
18,UCS,9,short,898d8c6abafffff,898d8c6a933ffff,6,2081.8143,2039.5800,36,120,161,Success,[paths/res9/tc18_UCS.csv]
18,GBFS,9,short,898d8c6abafffff,898d8c6a933ffff,6,2081.8143,2039.5800,11,7,21,Success,[paths/res9/tc18_GBFS.csv]
19,BFS,9,short,898d8c6ab1bffff,898d8c6aa8bffff,8,2761.0679,2524.8700,10,165,205,Success,[paths/res9/tc19_BFS.csv]
19,DFS,9,short,898d8c6ab1bffff,898d8c6aa8bffff,170,56969.3442,2524.8700,42,1065,1267,Success,[paths/res9/tc19_DFS.csv]
19,GLS,9,short,898d8c6ab1bffff,898d8c6aa8bffff,8,2761.0656,2524.8700,12,9,41,Success,[paths/res9/tc19_GLS.csv]
19,UCS,9,short,898d8c6ab1bffff,898d8c6aa8bffff,8,2761.0679,2524.8700,45,168,211,Success,[paths/res9/tc19_UCS.csv]
19,GBFS,9,short,898d8c6ab1bffff,898d8c6aa8bffff,8,2761.0656,2524.8700,13,9,27,Success,[paths/res9/tc19_GBFS.csv]
19,A*,9,short,898d8c6ab1bffff,898d8c6aa8bffff,8,2761.0656,2524.8700,20,17,36,Success,[paths/res9/tc19_A*.csv]
19,Theta*,9,short,898d8c6ab1bffff,898d8c6aa8bffff,1,2486.7570,2524.8700,128,9,27,Success,[paths/res9/tc19_Theta*.csv]
20,GLS,9,short,898d8c6f697ffff,898d8c61a53ffff,9,2998.8672,2906.6900,23,10,35,Success,[paths/res9/tc20_GLS.csv]
20,UCS,9,short,898d8c6f697ffff,898d8c61a53ffff,9,2998.8636,2906.6900,33,156,187,Success,[paths/res9/tc20_UCS.csv]
20,GBFS,9,short,898d8c6f697ffff,898d8c61a53ffff,9,2998.8672,2906.6900,11,10,24,Success,[paths/res9/tc20_GBFS.csv]
20,A*,9,short,898d8c6f697ffff,898d8c61a53ffff,9,2998.8672,2906.6900,23,18,31,Success,[paths/res9/tc20_A*.csv]
20,Theta*,9,short,898d8c6f697ffff,898d8c61a53ffff,3,2853.2787,2906.6900,122,13,27,Success,[paths/res9/tc20_Theta*.csv]
20,BFS,9,short,898d8c6f697ffff,898d8c61a53ffff,9,2998.8690,2906.6900,9,157,185,Success,[paths/res9/tc20_BFS.csv]
20,DFS,9,short,898d8c6f697ffff,898d8c61a53ffff,49,16396.8577,2906.6900,8,55,121,Success,[paths/res9/tc20_DFS.csv]
21,DFS,9,short,898d8c6808fffff,898d8c6811bffff,411,137629.2907,2129.0000,39,675,1155,Success,[paths/res9/tc21_DFS.csv]
21,GLS,9,short,898d8c6808fffff,898d8c6811bffff,12,4082.2931,2129.0000,15,13,47,Success,[paths/res9/tc21_GLS.csv]
21,UCS,9,short,898d8c6808fffff,898d8c6811bffff,12,4082.2931,2129.0000,39,137,171,Success,[paths/res9/tc21_UCS.csv]
21,GBFS,9,short,898d8c6808fffff,898d8c6811bffff,12,4082.2931,2129.0000,17,13,32,Success,[paths/res9/tc21_GBFS.csv]
21,A*,9,short,898d8c6808fffff,898d8c6811bffff,12,4082.2931,2129.0000,138,29,46,Success,[paths/res9/tc21_A*.csv]
21,Theta*,9,short,898d8c6808fffff,898d8c6811bffff,3,3922.3031,2129.0000,233,25,43,Success,[paths/res9/tc21_Theta*.csv]
21,BFS,9,short,898d8c6808fffff,898d8c6811bffff,12,4082.2877,2129.0000,10,123,148,Success,[paths/res9/tc21_BFS.csv]
22,UCS,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,10,3475.1937,2853.3000,55,235,284,Success,[paths/res9/tc22_UCS.csv]
22,GBFS,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,10,3475.2100,2853.3000,13,11,30,Success,[paths/res9/tc22_GBFS.csv]
22,A*,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,10,3475.2100,2853.3000,27,29,55,Success,[paths/res9/tc22_A*.csv]
22,Theta*,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,2,3224.1265,2853.3000,396,28,47,Success,[paths/res9/tc22_Theta*.csv]
22,BFS,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,10,3475.2100,2853.3000,10,249,287,Success,[paths/res9/tc22_BFS.csv]
22,DFS,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,281,93999.6527,2853.3000,22,322,644,Success,[paths/res9/tc22_DFS.csv]
22,GLS,9,short,898d8c6a3a3ffff,898d8c6ac6bffff,10,3475.2100,2853.3000,131,11,45,Success,[paths/res9/tc22_GLS.csv]
23,BFS,9,short,898d8c78e2bffff,898d8c78377ffff,9,3125.7758,2857.5000,10,89,111,Success,[paths/res9/tc23_BFS.csv]
23,DFS,9,short,898d8c78e2bffff,898d8c78377ffff,391,130782.6865,2857.5000,46,1031,1478,Success,[paths/res9/tc23_DFS.csv]
23,GLS,9,short,898d8c78e2bffff,898d8c78377ffff,0,0.0000,2857.5000,43,64,192,Failed,[]
23,UCS,9,short,898d8c78e2bffff,898d8c78377ffff,9,3125.7712,2857.5000,25,103,127,Success,[paths/res9/tc23_UCS.csv]
23,GBFS,9,short,898d8c78e2bffff,898d8c78377ffff,9,3125.7758,2857.5000,13,11,29,Success,[paths/res9/tc23_GBFS.csv]
23,A*,9,short,898d8c78e2bffff,898d8c78377ffff,9,3125.7758,2857.5000,27,22,36,Success,[paths/res9/tc23_A*.csv]
23,Theta*,9,short,898d8c78e2bffff,898d8c78377ffff,3,2988.7068,2857.5000,257,22,39,Success,[paths/res9/tc23_Theta*.csv]
24,DFS,9,short,898d8c68d8fffff,898d8c6f24fffff,176,58892.8736,2375.1400,25,206,406,Success,[paths/res9/tc24_DFS.csv]
24,GLS,9,short,898d8c68d8fffff,898d8c6f24fffff,8,2698.8696,2375.1400,11,9,39,Success,[paths/res9/tc24_GLS.csv]
24,UCS,9,short,898d8c68d8fffff,898d8c6f24fffff,8,2698.8719,2375.1400,34,144,175,Success,[paths/res9/tc24_UCS.csv]
24,GBFS,9,short,898d8c68d8fffff,898d8c6f24fffff,8,2698.8696,2375.1400,11,9,25,Success,[paths/res9/tc24_GBFS.csv]
24,A*,9,short,898d8c68d8fffff,898d8c6f24fffff,8,2698.8696,2375.1400,27,24,41,Success,[paths/res9/tc24_A*.csv]
24,Theta*,9,short,898d8c68d8fffff,898d8c6f24fffff,1,2341.7237,2375.1400,142,10,26,Success,[paths/res9/tc24_Theta*.csv]
24,BFS,9,short,898d8c68d8fffff,898d8c6f24fffff,8,2698.8786,2375.1400,8,139,169,Success,[paths/res9/tc24_BFS.csv]
25,Theta*,9,short,898d8c68427ffff,898d8c6802bffff,3,3984.7131,2433.7000,374,40,59,Success,[paths/res9/tc25_Theta*.csv]
25,BFS,9,short,898d8c68427ffff,898d8c6802bffff,12,4142.1863,2433.7000,13,219,258,Success,[paths/res9/tc25_BFS.csv]
25,DFS,9,short,898d8c68427ffff,898d8c6802bffff,531,177750.3054,2433.7000,41,835,1436,Success,[paths/res9/tc25_DFS.csv]
25,GLS,9,short,898d8c68427ffff,898d8c6802bffff,0,0.0000,2433.7000,7,8,23,Failed,[]
25,UCS,9,short,898d8c68427ffff,898d8c6802bffff,12,4142.1863,2433.7000,46,243,291,Success,[paths/res9/tc25_UCS.csv]
25,GBFS,9,short,898d8c68427ffff,898d8c6802bffff,13,4468.0911,2433.7000,16,26,40,Success,[paths/res9/tc25_GBFS.csv]
25,A*,9,short,898d8c68427ffff,898d8c6802bffff,12,4142.1863,2433.7000,37,45,62,Success,[paths/res9/tc25_A*.csv]
26,DFS,9,short,898d8c68d4bffff,898d8c68cd7ffff,181,60670.1432,2726.3900,14,215,428,Success,[paths/res9/tc26_DFS.csv]
26,GLS,9,short,898d8c68d4bffff,898d8c68cd7ffff,9,3048.9010,2726.3900,10,10,35,Success,[paths/res9/tc26_GLS.csv]
26,UCS,9,short,898d8c68d4bffff,898d8c68cd7ffff,9,3048.9077,2726.3900,36,128,156,Success,[paths/res9/tc26_UCS.csv]
26,GBFS,9,short,898d8c68d4bffff,898d8c68cd7ffff,9,3048.9010,2726.3900,11,10,24,Success,[paths/res9/tc26_GBFS.csv]
26,A*,9,short,898d8c68d4bffff,898d8c68cd7ffff,9,3048.9010,2726.3900,24,23,38,Success,[paths/res9/tc26_A*.csv]
26,Theta*,9,short,898d8c68d4bffff,898d8c68cd7ffff,1,2625.9507,2726.3900,130,10,24,Success,[paths/res9/tc26_Theta*.csv]
26,BFS,9,short,898d8c68d4bffff,898d8c68cd7ffff,9,3048.9235,2726.3900,9,129,156,Success,[paths/res9/tc26_BFS.csv]
27,A*,9,short,898d8c6ad57ffff,898d8c61e4bffff,5,1734.3311,1955.5800,14,6,18,Success,[paths/res9/tc27_A*.csv]
27,Theta*,9,short,898d8c6ad57ffff,898d8c61e4bffff,1,1734.3311,1955.5800,70,6,18,Success,[paths/res9/tc27_Theta*.csv]
27,BFS,9,short,898d8c6ad57ffff,898d8c61e4bffff,5,1734.3311,1955.5800,6,84,115,Success,[paths/res9/tc27_BFS.csv]
27,DFS,9,short,898d8c6ad57ffff,898d8c61e4bffff,116,39043.1022,1955.5800,80,2623,2761,Success,[paths/res9/tc27_DFS.csv]
27,GLS,9,short,898d8c6ad57ffff,898d8c61e4bffff,5,1734.3311,1955.5800,7,6,26,Success,[paths/res9/tc27_GLS.csv]
